player,clutch_fg_pct,normal_fg_pct,fg_pct_diff,clutch_to_rate,normal_to_rate,to_rate_diff,clutch_game_score_min,normal_game_score_min,gs_diff,year,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10
D. Robinson,0.5694444444444444,0.4721030042918455,0.0973414401525989,8.5,1.9565217391304348,6.543478260869565,46.39999999999999,8.843478260869567,37.55652173913042,2003,1,1,1,4,4,1,1,9
R. Horry,0.3695652173913043,0.3773148148148148,-0.0077495974235105,12.5,2.260869565217391,10.23913043478261,43.900000000000006,4.713043478260871,39.186956521739134,2003,0,1,1,4,4,1,1,9
T. Murray,0.3870967741935484,0.275,0.1120967741935483,3.5,0.1521739130434782,3.347826086956521,5.1,-0.0304347826086956,5.130434782608695,2003,1,3,3,1,6,7,7,7
M. Rose,0.4725738396624472,0.4405594405594406,0.0320143991030066,24.0,3.5869565217391304,20.41304347826087,92.85000000000002,7.460869565217391,85.38913043478263,2003,0,0,0,0,0,4,4,8
S. Walker,0.2894736842105263,0.4398340248962655,-0.1503603406857392,4.0,1.108695652173913,2.891304347826087,2.25,3.158695652173912,-0.908695652173912,2003,1,3,3,3,3,2,2,1
S. Claxton,0.3917525773195876,0.4901960784313725,-0.0984435011117849,12.0,0.7391304347826086,11.26086956521739,20.200000000000003,2.0369565217391306,18.16304347826087,2003,1,1,1,4,1,1,1,1
D. Ferry,0.323943661971831,0.3580246913580246,-0.0340810293861936,9.5,0.2826086956521739,9.217391304347826,0.1500000000000021,0.5978260869565216,-0.4478260869565195,2003,1,3,3,3,1,2,2,1
M. Ginobili,0.427807486631016,0.4187817258883248,0.0090257607426911,21.5,2.0217391304347827,19.47826086956522,77.54999999999998,5.3500000000000005,72.19999999999999,2003,0,0,4,0,0,4,4,8
B. Shaw,0.3612903225806451,0.3870967741935484,-0.0258064516129032,13.5,0.782608695652174,12.717391304347826,25.75,1.11304347826087,24.63695652173913,2003,1,1,1,4,1,1,1,4
J. Pargo,0.40625,0.3584905660377358,0.0477594339622641,7.5,0.3260869565217391,7.173913043478261,7.900000000000006,0.1282608695652175,7.771739130434788,2003,1,3,1,1,1,7,7,7
S. Medvedenko,0.4655172413793103,0.4319526627218935,0.0335645786574168,7.5,0.5434782608695652,6.956521739130435,25.750000000000007,1.0717391304347823,24.678260869565225,2003,1,1,1,4,1,1,1,7
S. Jackson,0.4225941422594142,0.4321428571428571,-0.0095487148834429,17.5,4.543478260869565,12.956521739130434,91.45,8.713043478260873,82.73695652173912,2003,0,0,4,0,0,4,8,8
K. Rush,0.4126984126984127,0.3741496598639456,0.038548752834467,14.0,0.8260869565217391,13.173913043478262,18.950000000000003,0.2630434782608696,18.68695652173913,2003,1,1,1,4,1,1,1,4
S. Kerr,0.4579439252336448,0.425,0.0329439252336448,6.5,0.5,6.0,42.05,1.8108695652173912,40.23913043478261,2003,1,1,1,4,1,1,1,9
T. Battie,0.4868421052631579,0.5545977011494253,-0.0677555958862674,6.5,0.9130434782608696,5.586956521739131,36.55,6.236956521739132,30.313043478260877,2003,1,1,1,4,1,1,1,9
J. Rose,0.4150485436893203,0.4022203245089667,0.0128282191803536,32.5,4.782608695652174,27.717391304347828,115.40000000000003,10.58695652173913,104.81304347826092,2003,0,0,0,5,5,0,0,0
A. Walker,0.3557951482479784,0.4002943340691685,-0.0444991858211901,26.5,5.304347826086956,21.195652173913043,61.55000000000001,11.806521739130432,49.74347826086958,2003,0,1,4,0,0,4,4,4
T. Chandler,0.6714285714285714,0.5072463768115942,0.1641821946169771,9.5,2.5217391304347827,6.978260869565217,40.2,6.31304347826087,33.88695652173913,2003,1,1,1,1,1,7,7,7
P. Pierce,0.4145299145299145,0.4145785876993166,-4.867316940204702e-05,39.0,5.521739130434782,33.47826086956522,158.95000000000002,19.539130434782606,139.4108695652174,2003,0,0,0,5,5,0,0,0
T. Hassell,0.3582089552238806,0.3692307692307692,-0.0110218140068886,6.5,1.5217391304347827,4.978260869565217,11.7,1.1891304347826095,10.510869565217387,2003,1,3,3,3,1,2,2,7
E. Curry,0.6164383561643836,0.58,0.0364383561643836,7.0,2.6739130434782608,4.326086956521739,42.400000000000006,7.6,34.800000000000004,2003,1,1,1,4,1,1,1,9
J. Williams,0.4008350730688935,0.425625,-0.0247899269311064,42.0,7.673913043478261,34.32608695652174,123.3,18.643478260869568,104.65652173913044,2003,0,0,0,5,5,0,0,0
E. Williams,0.373015873015873,0.4469273743016759,-0.0739115012858029,14.0,1.7608695652173914,12.23913043478261,33.80000000000001,8.532608695652176,25.26739130434784,2003,1,1,1,4,1,1,1,4
T. Delk,0.382716049382716,0.439453125,-0.0567370756172839,8.0,1.434782608695652,6.565217391304348,60.95000000000002,7.608695652173914,53.3413043478261,2003,0,1,4,4,4,1,8,9
F. Hoiberg,0.4181818181818181,0.3661971830985915,0.0519846350832265,4.0,0.3695652173913043,3.630434782608696,22.95,1.2695652173913046,21.680434782608696,2003,1,3,1,1,1,7,7,7
M. Fizer,0.4967320261437908,0.4434782608695652,0.0532537652742256,12.0,0.717391304347826,11.282608695652174,52.900000000000006,2.3500000000000005,50.55,2003,0,1,4,4,4,4,8,9
D. Marshall,0.4463276836158192,0.4596774193548387,-0.0133497357390194,10.5,2.5,8.0,61.75,10.64782608695652,51.10217391304348,2003,0,1,4,4,4,1,8,9
S. Williams,0.4375,0.3831070889894419,0.054392911010558,18.0,2.4130434782608696,15.58695652173913,71.0,4.821739130434784,66.17826086956522,2003,0,1,4,0,0,4,8,8
E. Robinson,0.4933333333333333,0.4916666666666666,0.0016666666666667,5.0,0.9130434782608696,4.086956521739131,28.700000000000003,3.584782608695652,25.115217391304352,2003,1,3,1,4,1,1,1,7
J. Crawford,0.4,0.4193548387096774,-0.0193548387096774,22.5,1.934782608695652,20.565217391304348,57.750000000000014,5.395652173913043,52.35434782608697,2003,0,1,4,0,0,4,4,4
W. McCarty,0.3877551020408163,0.4393063583815029,-0.0515512563406865,9.0,1.3043478260869563,7.695652173913043,43.3,5.4391304347826095,37.86086956521739,2003,1,1,1,4,4,1,1,9
V. Baker,0.4166666666666667,0.4863387978142076,-0.0696721311475409,6.5,1.0434782608695652,5.456521739130435,-0.8500000000000005,2.3217391304347843,-3.171739130434785,2003,1,3,3,3,6,2,2,1
B. Sundov,0.2051282051282051,0.3529411764705882,-0.1478129713423831,3.0,0.0652173913043478,2.9347826086956523,-4.549999999999999,0.0369565217391304,-4.586956521739129,2003,1,3,3,3,3,2,2,1
C. Blount,0.55,0.4574468085106383,0.0925531914893617,8.5,0.5652173913043478,7.934782608695652,14.099999999999994,1.0152173913043483,13.084782608695646,2003,1,3,1,1,1,7,7,7
R. Allen,0.4070796460176991,0.44921875,-0.0421391039823008,28.0,3.0869565217391304,24.91304347826087,106.75000000000004,15.30217391304348,91.44782608695655,2003,0,0,0,5,0,0,0,8
T. Thomas,0.462882096069869,0.4390243902439024,0.0238577058259665,16.5,2.347826086956522,14.152173913043478,70.30000000000001,9.3,61.000000000000014,2003,0,1,4,0,4,4,8,8
S. Cassell,0.4807692307692308,0.467005076142132,0.0137641546270987,15.0,3.565217391304348,11.434782608695652,123.75,13.793478260869565,109.95652173913044,2003,0,0,0,5,0,0,0,8
J. Caffey,0.5306122448979592,0.4371859296482412,0.093426315249718,9.0,0.8260869565217391,8.173913043478262,13.55,1.950000000000001,11.6,2003,1,3,1,1,1,7,7,7
D. Gadzuric,0.4838709677419355,0.4824561403508772,0.0014148273910583,2.5,0.4782608695652174,2.0217391304347827,8.500000000000004,1.5173913043478258,6.982608695652178,2003,1,3,3,3,6,2,2,2
M. Redd,0.5424836601307189,0.4323570432357043,0.1101266168950145,13.5,1.173913043478261,12.326086956521738,165.64999999999998,10.891304347826088,154.75869565217388,2003,0,0,0,5,5,0,0,0
T. Kukoc,0.4312796208530806,0.4408352668213457,-0.0095556459682651,17.0,2.152173913043478,14.847826086956522,82.89999999999999,6.071739130434784,76.82826086956521,2003,0,0,4,0,0,4,8,8
E. Johnson,0.3548387096774194,0.4732142857142857,-0.1183755760368663,2.0,0.717391304347826,1.2826086956521738,7.699999999999997,1.5630434782608689,6.136956521739129,2003,1,3,3,3,6,2,2,1
K. Ollie,0.448051948051948,0.4529616724738676,-0.0049097244219195,10.5,1.108695652173913,9.391304347826086,57.85,3.782608695652175,54.06739130434782,2003,0,1,4,4,4,4,8,9
J. McCoy,0.5686274509803921,0.4641638225255973,0.1044636284547948,13.0,1.5217391304347827,11.478260869565217,35.4,2.9347826086956514,32.46521739130435,2003,1,1,1,4,4,1,1,9
B. Russell,0.2676056338028169,0.3787234042553191,-0.1111177704525022,7.5,0.8695652173913043,6.630434782608695,9.649999999999997,3.1065217391304354,6.543478260869559,2003,1,3,3,3,1,2,2,1
K. Brown,0.4554455445544554,0.4084210526315789,0.0470244919228765,22.5,1.9130434782608696,20.58695652173913,63.20000000000002,5.41521739130435,57.784782608695664,2003,0,0,4,0,0,4,4,4
A. Davis,0.3277310924369748,0.425287356321839,-0.0975562638848642,12.0,2.0434782608695654,9.956521739130434,30.8,6.065217391304348,24.73478260869565,2003,1,1,1,4,1,1,1,1
L. Hughes,0.4632352941176471,0.4677685950413223,-0.0045333009236752,14.0,2.347826086956522,11.652173913043478,50.95,7.330434782608695,43.619565217391305,2003,0,1,4,4,4,1,1,9
V. Carter,0.423841059602649,0.4778325123152709,-0.0539914527126219,6.5,1.326086956521739,5.173913043478261,45.05,8.093478260869567,36.95652173913043,2003,1,1,1,4,1,1,1,9
M. Peterson,0.3620689655172414,0.3982202447163515,-0.0361512791991101,15.0,2.130434782608696,12.869565217391305,38.29999999999997,9.734782608695651,28.56521739130432,2003,1,1,1,4,4,1,1,4
J. Stackhouse,0.356,0.4227129337539432,-0.0667129337539432,19.5,3.347826086956522,16.152173913043477,89.35000000000002,12.008695652173914,77.34130434782611,2003,0,0,4,0,0,4,8,8
C. Laettner,0.4554455445544554,0.5036144578313253,-0.0481689132768698,8.5,1.5217391304347827,6.978260869565217,30.95,7.845652173913043,23.10434782608695,2003,1,1,1,4,1,1,1,1
A. Williams,0.3951434878587196,0.4674022066198596,-0.0722587187611399,34.0,3.4347826086956523,30.565217391304348,102.10000000000004,12.97608695652174,89.12391304347831,2003,0,0,0,5,0,0,0,0
M. Jordan,0.4194444444444444,0.4524421593830334,-0.0329977149385889,26.5,2.608695652173913,23.89130434782609,93.10000000000002,14.382608695652175,78.71739130434784,2003,0,0,0,0,0,4,4,8
T. Lue,0.4339622641509434,0.4323671497584541,0.0015951143924893,11.0,1.173913043478261,9.826086956521738,45.95000000000001,4.384782608695654,41.56521739130436,2003,0,1,1,4,4,1,1,9
L. Hunter,0.3168316831683168,0.3681592039800995,-0.0513275208117826,10.0,0.8043478260869565,9.195652173913045,13.100000000000009,1.1760869565217391,11.923913043478269,2003,1,3,1,4,1,1,1,1
V. Lenard,0.4244897959183673,0.3918439716312056,0.0326458242871616,16.5,1.5217391304347827,14.978260869565217,76.05000000000001,5.45217391304348,70.59782608695653,2003,0,0,4,0,0,4,8,8
C. Oakley,0.4090909090909091,0.4242424242424242,-0.0151515151515151,3.0,0.3260869565217391,2.6739130434782608,7.65,0.276086956521739,7.373913043478261,2003,1,3,3,3,6,2,2,2
J. Jeffries,0.4736842105263157,0.4772727272727273,-0.0035885167464115,7.5,0.1304347826086956,7.369565217391305,0.4000000000000039,0.7413043478260871,-0.3413043478260832,2003,1,3,3,3,6,2,2,1
M. Bradley,0.5,0.4711538461538461,0.0288461538461538,8.0,1.3043478260869563,6.695652173913043,37.150000000000006,2.256521739130434,34.89347826086957,2003,1,1,1,4,1,1,1,9
E. Thomas,0.4761904761904761,0.5,-0.0238095238095238,5.5,0.4782608695652174,5.021739130434782,17.099999999999998,1.5108695652173914,15.589130434782607,2003,1,3,1,3,1,2,1,1
B. Haywood,0.5526315789473685,0.5049833887043189,0.0476481902430495,6.5,1.1304347826086956,5.369565217391305,17.200000000000003,5.580434782608696,11.619565217391306,2003,1,3,1,1,1,7,7,7
J. O'Neal,0.4670487106017192,0.4885343968095713,-0.021485686207852,24.0,3.260869565217391,20.73913043478261,127.75000000000006,16.221739130434788,111.52826086956529,2003,0,0,0,5,5,0,0,0
S. Francis,0.3975535168195718,0.4477157360406091,-0.0501622192210373,35.5,4.956521739130435,30.543478260869566,109.85,13.682608695652178,96.16739130434782,2003,0,0,0,5,5,0,0,0
B. Miller,0.4571428571428571,0.4966777408637873,-0.0395348837209302,9.0,2.369565217391304,6.630434782608695,58.8,11.90217391304348,46.89782608695651,2003,0,1,4,4,4,1,8,9
E. Griffin,0.323943661971831,0.4085667215815486,-0.0846230596097176,3.0,1.5217391304347827,1.4782608695652173,11.75,6.908695652173915,4.841304347826085,2003,1,3,3,3,6,2,2,1
M. World Peace,0.3870967741935484,0.4353268428372739,-0.0482300686437255,19.0,2.6739130434782608,16.32608695652174,69.20000000000002,11.402173913043478,57.79782608695654,2003,0,1,4,0,0,4,4,8
E. Strickland,0.3923076923076923,0.4469696969696969,-0.0546620046620046,13.5,1.5434782608695652,11.956521739130435,33.5,2.939130434782609,30.56086956521739,2003,1,1,1,4,4,1,1,4
K. Cato,0.5066666666666667,0.5248618784530387,-0.0181952117863719,8.0,0.8695652173913043,7.130434782608695,29.8,3.4782608695652173,26.32173913043478,2003,1,1,1,4,1,1,1,9
C. Mobley,0.4270462633451957,0.4363867684478371,-0.0093405051026413,21.0,2.6956521739130435,18.30434782608696,96.65,9.819565217391307,86.8304347826087,2003,0,0,0,0,0,4,4,8
A. Harrington,0.3625,0.4413793103448276,-0.0788793103448275,20.0,2.9347826086956523,17.065217391304348,44.150000000000006,7.819565217391303,36.33043478260871,2003,0,1,4,4,4,1,4,4
M. Norris,0.3738317757009345,0.42152466367713,-0.0476928879761954,15.0,1.2173913043478262,13.782608695652174,24.65000000000001,2.247826086956523,22.402173913043484,2003,1,1,1,4,1,1,1,4
R. Mercer,0.4204545454545454,0.3957446808510638,0.0247098646034816,9.5,0.8695652173913043,8.630434782608695,39.150000000000006,3.3434782608695657,35.80652173913044,2003,1,1,1,4,4,1,1,9
J. Collier,0.5454545454545454,0.44,0.1054545454545454,1.0,0.0,1.0,3.850000000000001,0.317391304347826,3.5326086956521747,2003,1,3,3,1,6,7,7,2
J. Foster,0.3513513513513513,0.375,-0.0236486486486486,4.5,0.5434782608695652,3.9565217391304346,10.8,1.6217391304347837,9.178260869565216,2003,1,3,3,3,6,2,2,1
J. Bender,0.3536585365853658,0.4705882352941176,-0.1169296987087518,5.5,0.6739130434782609,4.826086956521739,14.5,2.4326086956521733,12.067391304347826,2003,1,3,3,3,1,2,2,1
J. Hawkins,0.4347826086956521,0.3627450980392157,0.0720375106564364,4.5,0.4347826086956521,4.065217391304348,10.8,0.5869565217391302,10.21304347826087,2003,1,3,3,1,6,7,7,7
B. Nachbar,0.32,0.5,-0.18,2.0,0.0434782608695652,1.9565217391304348,1.2000000000000002,0.0304347826086956,1.1695652173913045,2003,1,3,3,3,3,2,2,1
Yao,0.5106382978723404,0.4954819277108434,0.015156370161497,16.0,3.065217391304348,12.934782608695652,78.9,10.47826086956522,68.42173913043479,2003,0,1,4,0,0,4,8,8
F. Jones,0.3,0.75,-0.45,0.5,0.108695652173913,0.391304347826087,0.6000000000000005,0.1239130434782608,0.4760869565217397,2003,1,3,3,3,3,6,6,6
D. Mutombo,0.45,0.373015873015873,0.0769841269841269,1.5,0.8478260869565217,0.6521739130434783,7.300000000000001,0.8565217391304355,6.443478260869565,2003,1,3,3,1,6,7,7,2
K. Martin,0.4193548387096774,0.4779151943462897,-0.0585603556366123,21.0,4.521739130434782,16.47826086956522,70.0,15.043478260869565,54.95652173913044,2003,0,1,4,0,4,4,4,4
T. Ratliff,0.3777777777777777,0.4792079207920792,-0.1014301430143014,14.0,2.369565217391304,11.630434782608695,19.6,6.978260869565216,12.621739130434786,2003,1,1,1,4,1,1,1,1
G. Robinson,0.4192139737991266,0.4347399411187438,-0.0155259673196172,27.0,4.217391304347826,22.78260869565217,68.69999999999999,11.55434782608696,57.14565217391303,2003,0,0,4,0,0,4,4,8
K. Kittles,0.4333333333333333,0.4546649145860709,-0.0213315812527375,6.0,1.3043478260869563,4.695652173913043,55.35000000000001,12.143478260869566,43.20652173913045,2003,1,1,1,4,4,1,1,9
I. Newble,0.380281690140845,0.5151515151515151,-0.13486982501067,9.0,1.108695652173913,7.891304347826087,13.85,6.202173913043478,7.647826086956523,2003,1,3,3,3,1,2,1,1
J. Terry,0.4522058823529412,0.4200230149597238,0.0321828673932173,29.5,4.130434782608695,25.369565217391305,103.9,10.0,93.9,2003,0,0,0,5,0,0,0,8
A. Henderson,0.4137931034482758,0.4875,-0.0737068965517241,9.0,0.9347826086956522,8.065217391304348,16.54999999999999,4.282608695652173,12.267391304347818,2003,1,3,1,4,1,1,1,1
J. Kidd,0.3643617021276595,0.4259718775847808,-0.0616101754571212,47.5,6.065217391304348,41.434782608695656,107.39999999999996,16.667391304347827,90.73260869565212,2003,0,0,0,5,5,0,0,0
R. Jefferson,0.453781512605042,0.5066371681415929,-0.0528556555365508,23.5,3.369565217391304,20.130434782608692,86.19999999999997,15.067391304347826,71.13260869565215,2003,0,0,4,0,0,4,4,8
R. Rogers,0.3872549019607843,0.4005376344086021,-0.0132827324478178,20.0,1.6521739130434785,18.347826086956523,45.65000000000002,2.860869565217392,42.78913043478263,2003,0,1,4,0,4,4,4,4
D. Ham,0.4545454545454545,0.4423076923076923,0.0122377622377622,9.0,1.0217391304347827,7.978260869565217,10.6,0.1043478260869567,10.495652173913046,2003,1,3,1,1,1,7,1,7
L. Harris,0.416289592760181,0.4075235109717868,0.0087660817883941,16.5,1.3043478260869563,15.195652173913045,62.750000000000014,7.482608695652174,55.26739130434784,2003,0,1,4,0,4,4,4,4
E. Davis,0.2580645161290322,0.4210526315789473,-0.1629881154499151,4.5,0.3478260869565217,4.152173913043479,2.8000000000000016,0.4413043478260869,2.358695652173915,2003,1,3,3,3,3,2,2,1
D. Dickau,0.4691358024691358,0.3595505617977528,0.1095852406713829,10.5,0.6956521739130435,9.804347826086955,15.4,0.1456521739130435,15.254347826086954,2003,1,1,1,1,1,7,7,7
T. Slay,0.3623188405797101,0.3947368421052631,-0.032418001525553,3.5,0.3260869565217391,3.1739130434782608,9.9,0.0782608695652174,9.82173913043478,2003,1,3,3,3,6,2,2,1
J. Collins,0.4788732394366197,0.3986486486486486,0.080224590787971,12.0,2.130434782608696,9.869565217391305,31.89999999999999,5.834782608695652,26.06521739130434,2003,1,1,1,4,1,1,1,7
A. Harvey,0.0,0.6666666666666666,-0.6666666666666666,0.5,0.0434782608695652,0.4565217391304348,-1.45,0.017391304347826,-1.467391304347826,2003,1,3,3,3,3,6,6,6
B. Grant,0.5041322314049587,0.5099099099099099,-0.0057776785049512,14.5,2.1739130434782608,12.326086956521738,50.89999999999999,9.72391304347826,41.17608695652173,2003,0,1,4,4,4,1,1,4
C. Butler,0.3675675675675676,0.4262101534828807,-0.0586425859153131,17.0,3.4347826086956523,13.565217391304348,52.6,10.641304347826091,41.9586956521739,2003,0,1,4,4,4,1,4,4
T. Best,0.3560606060606061,0.4079822616407982,-0.0519216555801921,11.5,1.8043478260869563,9.695652173913045,26.20000000000001,2.995652173913045,23.20434782608697,2003,1,1,1,4,1,1,1,9
E. Jones,0.4183006535947712,0.4242990654205607,-0.0059984118257894,9.0,1.4565217391304348,7.543478260869565,59.55,7.832608695652173,51.71739130434783,2003,0,1,4,4,4,1,8,9
M. Allen,0.3857142857142857,0.4323076923076923,-0.0465934065934065,8.0,2.4347826086956523,5.565217391304348,20.249999999999996,5.147826086956522,15.10217391304347,2003,1,3,1,4,1,1,1,1
S. Marks,0.48,0.2941176470588235,0.1858823529411764,3.5,0.1521739130434782,3.347826086956521,5.999999999999998,-0.126086956521739,6.126086956521737,2003,1,3,3,1,6,7,7,7
R. Butler,0.3695652173913043,0.3594470046082949,0.0101182127830093,9.0,1.2826086956521738,7.717391304347826,22.200000000000003,2.7000000000000024,19.5,2003,1,1,1,4,1,1,1,7
M. James,0.3627450980392157,0.3779527559055118,-0.0152076578662961,17.5,1.5869565217391304,15.91304347826087,40.750000000000014,2.554347826086955,38.19565217391306,2003,0,1,4,4,4,1,4,4
L. Ellis,0.3928571428571428,0.3764044943820224,0.0164526484751204,4.5,0.4782608695652174,4.021739130434782,20.050000000000004,1.7782608695652176,18.27173913043479,2003,1,3,1,1,1,7,7,7
E. House,0.3222222222222222,0.4318181818181818,-0.1095959595959595,9.5,0.5869565217391305,8.91304347826087,20.550000000000004,2.7086956521739136,17.84130434782609,2003,1,1,1,4,1,1,1,1
B. Wallace,0.5083333333333333,0.4741784037558685,0.0341549295774647,11.0,1.7608695652173914,9.23913043478261,86.35,11.113043478260863,75.23695652173913,2003,0,1,4,0,0,4,8,8
R. Hamilton,0.4545454545454545,0.4411979547114682,0.0133474998339863,16.0,4.891304347826087,11.108695652173914,88.75,16.547826086956526,72.20217391304348,2003,0,0,4,0,0,4,8,8
S. Anderson,0.4162162162162162,0.4857954545454545,-0.0695792383292382,16.5,1.7608695652173914,14.73913043478261,60.95,5.043478260869564,55.90652173913044,2003,0,1,4,0,4,4,4,4
M. Curry,0.0,0.4014869888475836,-0.4014869888475836,0.5,1.0217391304347827,-0.5217391304347827,-2.15,2.0804347826086955,-4.230434782608695,2003,1,3,3,3,3,6,6,6
A. Houston,0.4273743016759777,0.4507678410117434,-0.0233935393357657,28.0,2.652173913043478,25.347826086956523,98.25,16.08478260869565,82.16521739130435,2003,0,0,0,5,0,0,0,8
C. Billups,0.3703703703703703,0.4229857819905213,-0.0526154116201509,13.0,3.0869565217391304,9.91304347826087,80.89999999999999,13.686956521739129,67.21304347826086,2003,0,1,4,0,4,4,8,8
K. Thomas,0.4622356495468278,0.4844674556213018,-0.022231806074474,30.0,4.608695652173913,25.39130434782609,103.79999999999998,18.345652173913045,85.45434782608694,2003,0,0,0,5,0,0,0,8
Z. Rebraca,0.3703703703703703,0.562962962962963,-0.1925925925925926,1.0,0.6086956521739131,0.3913043478260869,5.35,1.930434782608696,3.419565217391304,2003,1,3,3,3,3,2,2,1
O. Harrington,0.546875,0.5013192612137203,0.0455557387862797,5.0,1.7391304347826086,3.260869565217392,26.1,5.623913043478261,20.47608695652174,2003,1,3,1,1,1,7,7,7
C. Ward,0.3850574712643678,0.4083333333333333,-0.0232758620689655,21.0,1.1521739130434785,19.847826086956523,37.70000000000001,3.167391304347826,34.532608695652186,2003,0,1,4,4,4,1,4,4
T. Knight,0.4137931034482758,0.3611111111111111,0.0526819923371647,2.5,0.108695652173913,2.391304347826087,7.25,0.1608695652173914,7.089130434782609,2003,1,3,3,1,6,7,7,7
C. Robinson,0.3701657458563536,0.3964950711938664,-0.0263293253375128,18.0,3.260869565217391,14.73913043478261,35.05,7.415217391304348,27.634782608695648,2003,0,1,1,4,4,1,1,4
J. Barry,0.423963133640553,0.4674329501915709,-0.0434698165510178,20.5,1.0217391304347827,19.47826086956522,74.10000000000002,4.695652173913044,69.40434782608698,2003,0,0,4,0,0,4,4,8
T. Prince,0.3982300884955752,0.475,-0.0767699115044247,8.0,0.4565217391304347,7.543478260869565,29.40000000000001,1.8369565217391304,27.56304347826088,2003,1,1,1,4,1,1,1,1
C. Atkins,0.3644859813084112,0.3567251461988304,0.0077608351095808,16.5,1.3478260869565215,15.152173913043478,39.400000000000006,2.078260869565218,37.32173913043479,2003,0,1,4,4,4,1,4,4
C. Williamson,0.4578651685393258,0.4428571428571428,0.015008025682183,29.0,1.9130434782608696,27.08695652173913,101.14999999999998,6.517391304347829,94.63260869565217,2003,0,0,0,5,0,0,0,8
C. Weatherspoon,0.4198473282442748,0.4628975265017668,-0.043050198257492,9.5,0.9565217391304348,8.543478260869565,71.45,5.634782608695652,65.81521739130434,2003,0,1,4,0,4,4,8,9
H. Eisley,0.4050632911392405,0.418943533697632,-0.0138802425583915,11.0,2.760869565217391,8.23913043478261,17.9,5.547826086956523,12.352173913043476,2003,1,3,1,4,1,1,1,7
K. Garnett,0.4683195592286501,0.5127388535031847,-0.0444192942745345,33.5,3.9130434782608696,29.58695652173913,132.75000000000003,22.93478260869565,109.81521739130436,2003,0,0,0,5,5,0,0,0
T. Hudson,0.3688888888888889,0.4420549581839904,-0.0731660692951015,18.0,3.5217391304347827,14.478260869565217,64.74999999999999,9.234782608695651,55.51521739130433,2003,0,1,4,0,4,4,4,4
J. Posey,0.3555555555555555,0.4230145867098865,-0.067459031154331,15.0,2.4782608695652173,12.521739130434783,46.60000000000001,8.48695652173913,38.11304347826088,2003,0,1,4,4,4,1,1,4
D. Harvey,0.4409448818897638,0.4481132075471698,-0.007168325657406,12.0,2.152173913043478,9.847826086956522,41.95,3.9282608695652175,38.02173913043477,2003,1,1,1,4,4,1,1,9
C. Whitney,0.297029702970297,0.379182156133829,-0.0821524531635319,12.0,1.065217391304348,10.934782608695652,12.1,1.6782608695652177,10.421739130434784,2003,1,3,1,4,1,1,1,1
L. Woods,0.391304347826087,0.375,0.0163043478260869,1.0,0.4565217391304347,0.5434782608695652,6.250000000000003,0.5217391304347828,5.72826086956522,2003,1,3,3,3,6,2,2,2
R. Bowen,0.5172413793103449,0.4880952380952381,0.0291461412151067,4.5,0.7391304347826086,3.760869565217392,14.500000000000009,2.7304347826086954,11.769565217391312,2003,1,3,3,1,6,7,7,7
R. Nesterovic,0.5145631067961165,0.5251076040172167,-0.0105444972211001,7.5,1.934782608695652,5.565217391304348,26.9,9.143478260869566,17.756521739130434,2003,1,3,1,4,1,1,1,7
A. Peeler,0.3785310734463277,0.4212765957446808,-0.0427455222983531,10.5,1.4130434782608696,9.08695652173913,32.2,5.232608695652175,26.967391304347828,2003,1,1,1,4,1,1,1,9
M. Blount,0.578125,0.4098360655737705,0.1682889344262295,10.0,1.9782608695652173,8.021739130434783,33.0,2.454347826086956,30.545652173913044,2003,1,1,1,1,1,7,7,7
Nene,0.5074626865671642,0.5216494845360825,-0.0141867979689183,18.0,3.152173913043478,14.847826086956522,59.75,7.145652173913044,52.60434782608696,2003,0,1,4,0,4,4,4,4
N. Tskitishvili,0.3220338983050847,0.28,0.0420338983050846,11.0,1.3478260869565215,9.652173913043478,11.749999999999996,0.0021739130434787,11.747826086956518,2003,1,3,1,4,1,7,1,7
G. Trent,0.5754716981132075,0.5117845117845118,0.0636871863286957,6.5,1.0869565217391304,5.413043478260869,43.85000000000001,3.973913043478261,39.87608695652175,2003,1,1,1,4,1,1,1,9
K. Gill,0.4272300469483568,0.4175152749490835,0.0097147719992732,13.0,1.8695652173913044,11.130434782608695,59.5,4.484782608695652,55.01521739130435,2003,0,1,4,0,4,4,8,9
K. Satterfield,0.3571428571428571,0.2702702702702703,0.0868725868725868,7.5,0.5869565217391305,6.913043478260869,5.2499999999999964,-0.2326086956521736,5.4826086956521705,2003,1,3,1,1,1,7,7,7
M. Jackson,0.4123711340206185,0.4300341296928328,-0.0176629956722142,25.5,3.739130434782609,21.76086956521739,37.20000000000002,5.571739130434783,31.628260869565235,2003,0,1,4,0,4,4,4,4
C. Andersen,0.5217391304347826,0.3419689119170984,0.1797702185176841,9.5,0.8913043478260869,8.608695652173914,38.7,1.3891304347826094,37.31086956521739,2003,1,1,1,1,4,7,7,7
J. Harrington,0.4067796610169492,0.3467048710601719,0.0600747899567772,21.0,2.5,18.5,9.899999999999997,0.4369565217391297,9.463043478260865,2003,1,1,1,4,1,1,1,4
R. Strickland,0.4204545454545454,0.4454976303317535,-0.025043084877208,10.0,1.391304347826087,8.608695652173914,27.85000000000001,2.08913043478261,25.7608695652174,2003,1,1,1,4,1,1,1,9
